X,Y,name,healthcare,healthcare:speciality,addr:full,addr:city,osm_id
103.7438123,1.5487104,Pusat Rawatan Pakar Kanak-kanak Adda,clinic,,"9 & 11, Jln Adda 3/1, Adda Heights, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru,9878376542
100.2845291,5.3893002,Healthy Pharmacy,pharmacy,,"Medan Angsana 3, Bandar Baru Ayer Itam, 11500 Penang, Pulau Pinang, Malaysia",Penang,6681655238
101.5953668,3.0587892,Guardian,pharmacy,,"Lot G0.7,G0.8 & G0.9, GF,GF, The Summit Persiaran Kewajipan USJ 1, Usj 2, 47600 Subang Jaya, Selangor, Malaysia",Subang Jaya,4749100377
102.0302533,3.4183232,Klinik Kesihatan Karak,clinic,,"Jalan Besar Karak, 28700 Karak, Pahang, Malaysia",Karak,6039650763
102.0949991,3.4639805,Klinik Desa Jambu Rias,clinic,,"Kampung Jambu Rias, Jalan Ponsoi Karak, 28600 Karak, Pahang, Malaysia",Karak,6044439073
100.3086595,5.4037303,Boston Eyecare,optometrist,,"73-J, Jln Trengganu, Taman Free School, 10460 George Town, Pulau Pinang, Malaysia",George Town,9848448680
110.350163,1.50468,Lee And Chim Chinese Physician And Accupunturist,alternative,traditional_chinese_medicine,"lot 12628 SL16 CHA YI GOLDLAND, JALAN TUNJUGAH, Jalan Stutong, Pelita Heights, 93250 Kuching, Sarawak, Malaysia",Kuching,12298832967
110.3751585,1.5058011,Da Shi Xiong Chinese Physician,alternative,traditional_chinese_medicine,"1st Floor, Lot 4598, Block 218, Kuching North Land District, 3rd Mile Bazaar, 93250 Kuching, Sarawak, Malaysia",Kuching,12298905524
100.3999272,5.3970928,ALPRO Pharmacy Sunway Perdana,pharmacy,,"37, Jln Todak 6, Pusat Komersial Sunway Perdana, 13700 Seberang Jaya, Pulau Pinang, Malaysia",Seberang Jaya,12060334680
100.3998276,5.396366,Pusat Pakar Perubatan Anwar,clinic,,"57, Jln Todak 6, Seberang Jaya, 13700 Seberang Jaya, Pulau Pinang, Malaysia",Seberang Jaya,12285665665
100.3999108,5.3970052,Big Pharmacy,pharmacy,,"No 39 & 41 Ground Floor, Jln Todak 6, Pusat Komersial Sunway Perdana, 13700 Seberang Jaya, Pulau Pinang, Malaysia",Seberang Jaya,12060325354
118.0726566,5.854784,Makmal Pathlab,laboratory,,"G/F, Lot 2, Block 14, Bandar Indah, 90000 Sandakan, Sabah, Malaysia",Sandakan,6176370990
118.0760983,5.8529526,Berkat Physiotherapy,physiotherapist,physiotherapy,"Jalan Borehole 4, 90000 Sandakan, Sabah, Malaysia",Sandakan,6176476621
101.6469666,3.04924,Klinik Mediviron,clinic,,"Giant Hypermarket Bandar Kinrara, S14, Jalan BK 5a/1, Bandar Kinrara 5, 47180 Puchong, Selangor, Malaysia",Puchong,4707456601
102.7844333,2.3625188,Klinik Kesihatan Bukit Serampang,clinic,,"Bukit Kepong, 84700, Johor Darul Ta'zim, Malaysia",Bukit Kepong,303182662
101.6412441,3.2205957,United Health Clinic,clinic,,"G-02, Residensi Henge Jalan Metro Perdana Barat Taman Metropolitan, Kepong, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,7317774153
101.6441046,3.2180881,Klinik Medipulse Kepong,clinic,,"no g, 25, Jln Metro Perdana 1, Taman Usahawan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7317774154
118.0738371,5.8580864,Klinik Dr Agnes Lim,doctor,general,"90000 Sandakan, Sabah, Malaysia",Sandakan,6169968134
101.5472311,3.0785403,Klinik Dr Bazilah,clinic,dermatology,"R-02-01, EMIRA, JALAN AKUATIK A 13/64A, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",Shah Alam,8663780117
101.5472311,3.0785403,Klinik Dr Bazilah,clinic,general,"R-02-01, EMIRA, JALAN AKUATIK A 13/64A, Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",Shah Alam,8663780117
118.0776158,5.856155,Farmasi Walgreene,pharmacy,,"Grd. Flr. Lot 8, Blok F, Peti Surat 1103, Bandar Kim Fung, Sandakan, Bandar Kim Fung, 90000 Sandakan, Sabah, Malaysia",Sandakan,6172547239
118.0785077,5.8559887,World Pharmacy,pharmacy,,"Lot 7 Block C Ground Floor, Batu 4, Bandar Kim Fung, 90000 Sandakan, Sabah, Malaysia",Sandakan,6172547230
118.0779688,5.8556763,Lau Kee Oon Specialist Clinic,doctor,surgery,"Lor Prima 6, Bandar Indah, 90000 Sandakan, Sabah, Malaysia",Sandakan,6172547226
118.0775322,5.8553982,Tan Specialist Clinic for Women,doctor,gynaecology,"Ground Floor, Blok A, Jalan Utara, Taman Kim Fung, 90000 Sandakan, Sabah, Malaysia",Sandakan,6172547224
100.3281207,5.3977234,Northern Care Clinic,clinic,,"Lbh Sungai Pinang 1, Bandar Sri Pinang, 11600 Jelutong, Pulau Pinang, Malaysia",Jelutong,4210864590
101.6991407,3.17061,Komples Rawatan & Rawatan Harian (SCACC),hospital,,"Persiaran Hospital, 50586 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,6113367174
101.6998563,3.1729603,Kompleks Dewan Bedah (IUN),hospital,,"103, Jalan Utama Hospital, 50586 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,5993435846
101.9202718,2.7159011,ROPHEKA(M) SDN. BHD. Myhighst,psychotherapist,,"D07-1, Jalan Dataran Sentral 3, Dataran Sentral, 70200 Seremban, Negeri Sembilan, Malaysia",Seremban,9777969327
114.0378173,4.4498498,Guardian,pharmacy,,"Lot 102, 103 & 104,Ground Floor, Permy Mall, Bandar Baru Permyjaya, 98000 Miri, Sarawak, Malaysia",Miri,11539179369
101.6164338,3.0224633,Watsons,pharmacy,,"No. 6 Ground Floor, 1/2, Lebuh Puteri, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",Puchong,11158356656
102.5640848,2.0447204,Klinik Pakar Ortodontik Muar,clinic,orthodontics,"216, Jalan Meriam, Taman Sri Tanjung, 84000 Muar, Johor Darul Ta'zim, Malaysia",Muar,8370639208
102.5658651,2.044384,Tey Specialist Maternity & Gynae,doctor,,"21, Jalan Sulaiman, Pekan Muar, 84000 Muar, Johor Darul Ta'zim, Malaysia",Muar,6572413684
101.6872093,3.090961,Klinik Famili Soo,clinic,general,"65, Jalan Kuchai Maju 1, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,4705755159
102.9293531,1.8525195,Klinik Kee,clinic,,"49, Jalan Abu Bakar, Kampung Pegawai, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",Batu Pahat,12537874908
100.4267831,5.0880915,Klinik Desa Parit Haji Wahab,clinic,,"34250 Tanjung Piandang, Perak, Malaysia",Tanjung Piandang,12422703470
100.3116101,5.4320421,Klinik Koay,clinic,,"28GF, Lorong Seri Jaya, Taman Sri Jaya, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Bukit Mertajam,9472075290
101.9381489,2.7268865,Farmasi Alpro,pharmacy,,"37 & 38, Jalan Dato Bandar Tunggal, Bandar Seremban, 70000 Seremban, Negeri Sembilan, Malaysia",Seremban,10255816087
102.2304706,2.4628037,Klinik Tampin,clinic,,"Lot 19G, Pekan Besar Pekan, 73000 Tampin, Negeri Sembilan, Malaysia",Tampin,7802951217
101.3847676,4.4146507,Klinik Edina,doctor,,"NO45-B, Jalan Besar, Taman Ringlet, 39200 Ringlet, Pahang, Malaysia",Cameron Highlands,4674753736
102.0528882,4.1888433,Farmasi Pahang,pharmacy,,"No.63A, Pusat Perniagaan, 4/4, Jalan Bukit Residen, 27200 Kuala Lipis, Pahang, Malaysia",Kuala Lipis,6604180685
101.6456923,3.0989029,Wellcome Pharmacy,pharmacy,,"98, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Petaling Jaya,1541931632
100.3101844,5.4327057,Wellings Pharmacy,pharmacy,,"368-1-12,12A&14, Bellisa Row, 306G, Jalan Burma, Pulau Tikus, 10350 George Town, Penang, Malaysia",George Town,1691647722
100.3114528,5.4317425,Betterlife Pharmacy,pharmacy,,"1000 Washington St, Hoboken, NJ 07030, Amerika Syarikat",Hoboken,9801595053
101.6705641,3.1316897,Urban Smile Dental Clinic,dentist,,"Lot L1-17 & 18, Damansara City Mall, 6, Jalan Damanlela, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7249570086
101.6705669,3.1318075,Poliklinik Bangsar,doctor,,"28, Jalan Telawi, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7249557986
101.4282599,3.0285805,Jaspal Clinic,clinic,,"2980, Persiaran Raja Muda Musa, Taman Sri Pesona, 41200 Klang, Selangor, Malaysia",Klang,4269778697
101.6710502,3.1324295,ProCare (Bangsar) Dental Surgery,dentist,,"9A, Jln Telawi 3, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7250130085
101.6709807,3.1310416,Bangsar Dental Specialist Center,dentist,,"43-1, Jln Telawi 3, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7249576986
102.2694193,6.1507306,Poliklinik Maya 24 Jam,clinic,general,"PT 1965 TINGKAT BAWAH KAMPUNG BAUNG PENGKALAN CHEPA, 16100 Kota Bharu, Kelantan, Malaysia",Kota Bharu,11921552633
102.3661737,3.7684264,Klinik Desa Kuala Mai,clinic,,"Kampung Kuala Mai, 28050 Kuala Krau, Pahang, Malaysia",Kuala Krau,7296201063
101.960455,4.0132713,Benta Health Clinic,clinic,,"Kampung Empau, Benta, Pahang, 27300 Benta, Pahang, Malaysia",Benta,9808393614
101.6835519,3.1302379,Farmasi Health Point,pharmacy,,"Lot LG-03, Shopping Centre, Nu Sentral, 201, Jalan Tun Sambanthan, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur,1822560064
102.3718345,4.1675855,Klinik Desa Kampung Labu,clinic,,"Kampung Labu Jerantut, Kampung Labu, 27040 Jerantut, Pahang, Malaysia",Jerantut,9810551649
100.3288378,5.3986364,Klinik Sri Pinang dan Surgeri,clinic,,"42-G, 42-G, Lbh Sungai Pinang 1, 10300 George Town, Penang, Malaysia",George Town,6604160785
101.6713954,3.1327538,PATHLAB Laboratory,laboratory,,"5, Jalan Telawi 5, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,8335670005
101.7962273,2.5244102,Klinik Asia,doctor,,"PT 82, Jalan Bandar, Kampung Bahasa Kapor, 71000 Port Dickson, Negeri Sembilan, Malaysia",Port Dickson,4861632629
101.7962529,2.5222857,Ang Kelinik,doctor,,"62, Jalan Baharu, Kampung Bahasa Kapor, 71010 Port Dickson, Negeri Sembilan, Malaysia",Port Dickson,4861632601
101.7962059,2.523258,Klinik Pergigian Lim,dentist,,"18, Tingkat Bawah, Jalan Mahajaya, Kampung Bahasa Kapor, 71000 Port Dickson, Negeri Sembilan, Malaysia",Port Dickson,4861632592
101.8017959,2.5238651,Alpro,pharmacy,,"Centre Point, 2, Jalan Mahajaya, Kampung Bahasa Kapor, 71000 Port Dickson, Negeri Sembilan, Malaysia",Port Dickson,4859539437
100.3128541,5.4300103,Penang Dental Surgery,dentist,,"287, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9796039232
100.3127054,5.4301386,Prestige Orthodontic (Braces) Clinic,dentist,orthodontics,"275, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9796039230
110.302293,1.4951766,Wee Care Pharmacy,pharmacy,,"Grd Flr, SL. 10, Survey Lot 5506, Kuching City Mall Phase 5, Batu 4 1/2, Jalan Penrissen, 93250 Kuching, Sarawak, Malaysia",Kuching,12284691664
101.9656168,4.0170087,Kien San Trading,pharmacy,,"Kampung Baharu Benta, 27300 Benta, Pahang, Malaysia",Benta,9809114495
100.3111167,5.4317691,BIG Pharmacy,pharmacy,,"368-1-7, 368-1-8 & 368-1-9, Bellisa Row, Jalan Burma, Georgetown, 10350 George Town, Pulau Pinang, Malaysia",George Town,9472075246
100.3105922,5.4320592,Goh Dental,dentist,implantology,"407, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9801595041
100.3105922,5.4320592,Goh Dental,dentist,orthodontics,"407, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9801595041
100.311076,5.4323793,Luke Klinik,clinic,,"306, Jalan Burma, 10350 George Town, Pulau Pinang, Malaysia",George Town,9472075259
110.348202,1.5012646,Tan Specialist Child & Family Clinic,clinic,,"2, Lot 7879, Airport Perimeter Rd, Green Heights, 93250 Kuching, Sarawak, Malaysia",Kuching,12284972697
110.3481989,1.5022014,Klinik Pergigian Life Dental,dentist,,"No.16, Lot 8702, Commercial Centre, Kuching Central Land District, Green Heights, 93250 Kuching, Sarawak, Malaysia",Kuching,12284993303
100.3112072,5.4323121,Chan May May Optometrist,optometrist,,"306, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9801595049
100.1904707,6.4398406,Klinik Kesihatan Kangar,clinic,,"Jalan Tun Abdul Razak, Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia",Kangar,9779695040
102.7671097,1.8918785,Klinik Desa Sarang Buaya,clinic,,"Sarang Buaya, 83600 Semerah, Johor Darul Ta'zim, Malaysia",Semerah,6038600188
102.8673381,1.9099433,Klinik Desa Separap,doctor,,"Kampung Peserai Pantai, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",Batu Pahat,341292181
101.1313909,4.5775052,Mediklinik Keluarga,clinic,,"81, Jalan Wira Jaya, Taman Ipoh Jaya Timur 1, 31350 Ipoh, Perak, Malaysia",Ipoh,8276891550
101.1303701,4.5774851,Poliklinik Teoh & Ding,clinic,,"51, Jalan Wira Jaya, Taman Ipoh Jaya Timur 1, 31350 Ipoh, Perak, Malaysia",Ipoh,8276891547
101.1275605,4.5791577,Poliklinik Ar-Ridzuan,clinic,,"37, Jalan Sri Ampang, Taman Ipoh Jaya, 31350 Ipoh, Perak, Malaysia",Ipoh,8276891544
101.1275591,4.5787558,Poliklinik Taqwa,clinic,,"Jalan Sri Ampang, Taman Ipoh Jaya, 31350 Ipoh, Perak, Malaysia",Ipoh,8276891543
101.1284974,4.5775021,i-Health Pharmacy Sdn. Bhd.,pharmacy,,"9, Jalan Wira Jaya, Taman Ipoh Jaya Timur 1, 31350 Ipoh, Perak, Malaysia",Ipoh,8276891545
101.9117923,2.6986028,Multicare Pharmacy,pharmacy,,"Biz Avenue, 21, Jln S2 B18, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",Seremban,4955399912
115.7405903,5.3509697,Physiotherapy Unit Beaufort Hospital,hospital,,"9P2R+H7, Pekan Beaufort, 89800 Beaufort, Sabah, Malaysia",Beaufort,12280477499
115.7405925,5.3509606,Hospital Beaufort,hospital,,"Hospital Beaufort Peti Surat 40, Pekan Beaufort, 89807 Beaufort, Sabah, Malaysia",Beaufort,1631259169
100.7421532,4.8526707,Guardian,pharmacy,,"NO 62, 64 & 66, Jalan Kota, 34000 Taiping, Perak, Malaysia",Taiping,6792232912
101.6562985,2.8007147,U.n.i. Farmasi,pharmacy,,"137, Jalan LU 2, 2, Taman Langat Utama, Kampong Bukit Changgang, 42700 Banting, Selangor, Malaysia",Banting,12651142829
114.0128354,4.4154491,Guardian,pharmacy,,"BOULEVARD SHOPPING COMPLEX LOT UGF 1.3,1.4 & 1.5, UPPER GROUND FLOOR LOT 2528 BOULEVARD, Boulevard Commercial Centre, 98000 Miri, Sarawak, Malaysia",Miri,12281574801
101.7793592,2.9651731,Pusat Pakar Mata Bangi,optometrist,,"11, Jalan 4/12, Seksyen 4 Tambahan Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor, Malaysia",Bandar Baru Bangi,12240441321
100.3125801,5.4305732,Kedai Ubat Ban San Hoe,alternative,traditional_chinese_medicine,"323, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang, Malaysia",George Town,9794841133
100.2761525,5.3321836,Sky Eye Optometry,optometrist,,"Terubong Avenue, 1-G, 28, Tingkat Paya Terubong 4, Paya Terubong, 11060 Ayer Itam, Pulau Pinang, Malaysia",Ayer Itam,10698603747
116.0770923,5.9270535,Wong's TCM Treatment Center,alternative,traditional_chinese_medicine,"B10-0 & B11-0, Ground Floor, Block B Cyber Perdana Commercial Centre, Jln Lintas, Penampang, 88300 Kota Kinabalu, Sabah, Malaysia",Penampang,2483240638
101.0750272,4.6730803,Klinik As-Salam,clinic,,"23, Jalan Meru Bistari A2 Medan Meru, Bistari, Bandar Meru Raya, 30020 Ipoh, Perak, Malaysia",Ipoh,7726774797
101.0052967,3.9943603,Klinik 1 Malaysia,clinic,,"1, Jalan Kampung Banjar, Taman Medan Maharaja, 36000 Teluk Intan, Perak, Malaysia",Teluk Intan,5360041888
101.5988381,3.1204533,Woodlands,pharmacy,,"30, Wisma Jaya Bakti, Jalan Cenderuh 2, Batu 4 Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur,7661265064
101.1129813,4.5716881,Klinik Bhajan,clinic,,"18, Laluan Medan Rapat 1, Kampung Gunung Rapat, 31350 Ipoh, Perak, Malaysia",Ipoh,8276978232
101.1236708,4.5757311,Perniagaan Kinta Well Trading,pharmacy,,"281 &, 283, Jalan Gunung Rapat, Taman Ipoh Jaya, 31350 Ipoh, Perak, Malaysia",Ipoh,8276978219
101.1151171,4.5719476,Klinik Pergigian Chong,dentist,,"685, Jalan Gunung Rapat, Kampung Gunung Rapat, 31350 Ipoh, Perak, Malaysia",Ipoh,8276978229
101.1239159,4.5766465,Perniagaan Waikom,pharmacy,,"11 & 15, Selasar Rokam 11, Taman Ipoh Jaya, 31350 Ipoh, Perak, Malaysia",Ipoh,8276978224
101.1237018,4.5770791,Klinik I-Medic,clinic,,"27, Selasar Rokam 11, Taman Ipoh Jaya, 31350 Ipoh, Perak, Malaysia",Ipoh,8276978223
101.1231773,4.5782043,i+ Pharmacy,pharmacy,,"18 & 20, Jalan Tranchell, Taman Menglembu Menglembu, 31450 Ipoh, Perak, Malaysia",Ipoh,8276978221
101.1248356,4.57673,Tcm herbalcare enterprise,clinic,,"216, Jalan Gunung Rapat, Taman Rapat Setia, 31350 Ipoh, Perak, Malaysia",Ipoh,6807222085
101.1384369,4.5725306,Kedai Ubat Chee Shan,pharmacy,,"Taman Gunong View, 31350 Ipoh, Perak, Malaysia",Ipoh,8282764393
101.0856787,4.5909233,Klinik Choong Wah Perak,clinic,,"44 & 46, Jalan Che Wan, Taman Jubilee, 31650 Ipoh, Perak, Malaysia",Ipoh,7673357232
100.1949885,6.4361794,Georgetown Pharmacy,pharmacy,,"9, Jalan Raja Syed Alwi, Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia",Kangar,9779695113
101.4718863,4.5305892,Klinik Desa Pos Terisu,clinic,,"39000, Pahang, Malaysia",Cameron Highlands,4676156468
101.0937037,4.6005262,Guardian,pharmacy,,"G39A, Ipoh Parade, 105, Jalan Sultan Abdul Jalil, 30450 Ipoh, Perak, Malaysia",Ipoh,8263618877
118.6132778,4.4794477,海枫药行 Borneo Care Pharmacy,pharmacy,,"Taman Bandar Semporna, 91308 Semporna, Sabah, Malaysia",Semporna,5469168921
118.3124973,5.033374,Tabanak Pharmacy Sdn. Bhd.,pharmacy,,"MDLD 4637, LOT 8, Jalan Segama, BANDAR TABANAK, 91100 Lahad Datu, Sabah, Malaysia",Lahad Datu,11050218714
101.0914577,4.5878653,Ar-Ridzuan Medical Center,hospital,,"Greentown suria, Jln Dato Seri Ahmad Said, Greentown Suria, 30450 Ipoh, Perak, Malaysia",Ipoh,2869691950
103.4054326,4.2188651,Klinik Kesihatan Bukit Mentok,clinic,,"Kampung Bukit Mentok, Chukai Kemaman, 24000 Chukai, Terengganu, Malaysia",Chukai,6631813628
103.1352077,5.3284158,Klinik Pergigian Tengku Kamil & Fatimah,dentist,,"1-0, Jalan Air Jernih, Kuala Terengganu, 20300 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,3224343806
103.1350993,5.328201,Klinik Pergigian,dentist,,"375E, Jalan Sultan Omar, 20300 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,6761087067
103.0821004,5.308717,Farmasi Wahdi Manir,clinic,,"Lot PT2274K A&B Jalan Kelantan, Kampung, Jalan Kedai Manir, 21200 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,3903969212
103.0813772,5.3215674,Klinik Kesihatan Manir,clinic,,"Klinik Kesihatan, Kampung Kubang Jela, 21200 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,7172066869
103.0718096,5.401785,Klinik Ikram,clinic,,"Lot 22604, 6, Perkedaian Gong Badak, Jalan Sekolah, Taman Gong Badak, 21300 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,7232914304
103.0918931,5.3461871,Farmasi Lautan Batu Enam,dentist,,"Lot 9005-K, No. 6, Tingkat Bawah Pekan Batu Enam, Kampung Batu Enam, 21200 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,4101504634
103.0915106,5.3648418,Klinik 1 Malaysia,clinic,,"Jalan Tengku Embong Fatimah, 20200 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,4947800025
102.9073339,5.3073664,Klinik Kesihatan Sungai Tong,clinic,,"Sungai Tong Setiu, Kampung Bukit Nenas, 21500 Sungai Tong, Terengganu, Malaysia","Sungai Tong, Hulu Nerus",6071055738
101.1657197,4.4731885,Farmasi Pharmalink Gopeng,pharmacy,,"7, Jln Eu Kong, Pekan Gopeng, 31600 Gopeng, Perak, Malaysia",Gopeng,4584745290
101.1652878,4.4727072,Farmasi Nurul,pharmacy,,"No 32 Tingkat Bawah, Susur Kay Long, Pekan Gopeng, 31600 Gopeng, Perak, Malaysia",Gopeng,8066541654
102.200573,6.121033,Klinik Dr. Aziz,clinic,,"16210 Wakaf Bharu, Kelantan, Malaysia",Wakaf Bharu,8836640328
116.3432992,5.6415594,Klinik Desa Nambayan,clinic,,"Jalan Lubong, 89650 Tambunan, Sabah, Malaysia",Tambunan,9813542668
115.9898262,5.1689943,Klinik Desa Lagud Sebrang,clinic,,"Jalan Tenom - Lagud Sebrang, 89900 Tenom, Sabah, Malaysia",Tenom,5245285822
115.9605394,5.7180346,Klinik Desa Biau,clinic,paediatrics,"Jalan Bambangan Tomui, 89600 Papar, Sabah, Malaysia",Papar,10943188149
103.143783,5.3190331,Klinik Rahim Hamzah,clinic,,"364, Jalan Sultan Omar, 20300 Kuala Terengganu, Terengganu, Malaysia",Kuala Terengganu,6761087061
116.0505111,5.914223,Petagas Pharmacy,pharmacy,,"Lot 5,Taman Jumbo, Petagas, 88200 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,2341517375
116.0713385,5.9777799,Caring Pharmacy,pharmacy,,"Lot L9A,Basement Floor,Centre Point Sabah No, 1, Lorong Centre Point, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,2475220991
100.4906062,5.1460454,Pusat Sejahtera USM,clinic,,"Pusat Sejahtera (Kesihatan & Pergigian, Universiti Sains Malaysia, 11800 Gelugor, Pulau Pinang, Malaysia",Nibong Tebal,7491057619
116.0917792,5.9492384,Clinic Dr. Elaine,clinic,,"1, Jln Lintas, Kolam Centre, 88300 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,2453847143
100.3614781,6.1094552,Eva Family Clinic,doctor,,"Eva Emily Clinic, No.47 Kompleks Perniagaan Sultan Abdul Hamid, Persiaran Sultan Abdul Hamid, Taman Sultan Badlishah, 05050 Alor Setar, Kedah, Malaysia",Alor Setar,8848633264
100.3641319,6.0961476,Klinik Dr Ooi,clinic,,"1A, Jalan Selesa 1, Taman Selesa, Simpang Kuala, 05400 Alor Setar, Kedah, Malaysia",Alor Setar,4331206707
101.3877376,4.4930505,Klinik Liau & Cheam,doctor,,"16A, JALAN ANGSANA BRINCHANG, Brinchang, 39100 Brinchang, Pahang, Malaysia",Cameron Highlands,4676993627
101.0827441,4.5776616,Poliklinik Pinji,clinic,,"Selatan, 150D, Jalan Sultan Azlan Shah, Taman Hoover, 31650 Ipoh, Perak, Malaysia",Ipoh,9529243966
116.1123716,5.9925906,F.T.S. Chin,dentist,,"Lot 20, Block B, first floor,Plaza Juta Likas,Jalan Tuaran Lama, Likas, 88400 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu,5966309793
117.7672439,5.7865449,KKIA Ulu dusun,clinic,,"Jln Pertanian Ulu Dusun, Kampung Ulu Dusun, 90000 Sandakan, Sabah, Malaysia",Sandakan,5041119221
100.3318489,5.4151243,Kee Hock Tong,alternative,traditional_chinese_medicine,"172, Jalan Dr Lim Chwee Leong, George Town, 10100 George Town, Pulau Pinang, Malaysia",George Town,11165398450
